datetime,open,high,low,close,volume,dividends,stock_splits,capital_gains,ticker,interval
2026-01-22 10:00:00-05:00,49.88999938964844,49.88999938964844,49.88990020751953,49.88990020751953,0,0.0,0.0,0.0,ARVR,30m
2026-01-22 13:00:00-05:00,49.9900016784668,49.9900016784668,49.9900016784668,49.9900016784668,111,0.0,0.0,0.0,ARVR,30m
2026-01-22 15:00:00-05:00,49.93000030517578,49.93000030517578,49.93000030517578,49.93000030517578,136,0.0,0.0,0.0,ARVR,30m
2026-01-26 10:00:00-05:00,50.29999923706055,50.29999923706055,50.29999923706055,50.29999923706055,167,0.0,0.0,0.0,ARVR,30m
2026-01-27 10:00:00-05:00,50.560001373291016,50.560001373291016,50.459999084472656,50.459999084472656,403,0.0,0.0,0.0,ARVR,30m
2026-02-10 14:30:00-05:00,48.17499923706055,48.17499923706055,48.17499923706055,48.17499923706055,191,0.0,0.0,0.0,ARVR,30m
2026-02-11 15:00:00-05:00,48.029998779296875,48.029998779296875,48.029998779296875,48.029998779296875,249,0.0,0.0,0.0,ARVR,30m
2026-03-02 12:00:00-05:00,46.41999816894531,46.41999816894531,46.34000015258789,46.34000015258789,554,0.0,0.0,0.0,ARVR,30m
2026-03-04 12:30:00-05:00,46.35499954223633,46.35499954223633,46.35499954223633,46.35499954223633,424,0.0,0.0,0.0,ARVR,30m
2026-03-06 15:30:00-05:00,45.029998779296875,45.040000915527344,45.029998779296875,45.040000915527344,859,0.0,0.0,0.0,ARVR,30m
2026-03-09 14:30:00-04:00,45.5,45.614898681640625,45.5,45.614898681640625,1363,0.0,0.0,0.0,ARVR,30m
2026-03-20 15:00:00-04:00,43.73500061035156,43.73500061035156,43.73500061035156,43.73500061035156,1050,0.0,0.0,0.0,ARVR,30m
2026-03-23 10:00:00-04:00,44.59000015258789,44.59000015258789,44.59000015258789,44.59000015258789,769,0.0,0.0,0.0,ARVR,30m
2026-03-27 12:00:00-04:00,43.22999954223633,43.22999954223633,43.22990036010742,43.22990036010742,407,0.0,0.0,0.0,ARVR,30m
2026-04-17 10:00:00-04:00,50.39500045776367,50.39500045776367,50.39500045776367,50.39500045776367,240,0.0,0.0,0.0,ARVR,30m
